timestamp,NIR_proxy_broad
62.1499,5.58
62.1821,5.59
62.2102,5.61
62.2484,5.56
62.2873,5.53
62.3236,5.51
62.3590,5.45
62.3889,5.48
62.4520,5.48
62.4903,5.48
62.5261,5.48
62.5615,5.43
62.5925,5.51
62.6572,5.65
62.6929,5.75
62.7283,5.87
62.7571,5.95
62.7871,6.08
62.8470,6.55
62.8856,6.84
62.9232,7.12
62.9604,7.34
62.9915,7.46
63.0475,8.59
63.0834,12.52
63.1191,22.00
63.1588,25.80
63.1886,20.19
63.2575,24.83
63.2959,38.29
63.3429,38.16
63.3728,37.75
63.4049,41.30
63.4464,44.48
63.4773,44.51
63.5130,44.56
63.5567,44.86
63.5870,44.82
63.6561,45.23
63.6906,45.12
63.7286,44.83
63.7647,44.59
63.7972,44.49
63.8502,44.67
63.8837,45.07
63.9246,45.42
63.9610,45.90
63.9925,46.71
64.0539,48.34
64.0923,49.28
64.1288,50.17
64.1659,50.98
64.1971,51.91
64.2553,53.46
64.2928,54.18
64.3188,54.92
64.3811,56.20
64.4445,57.28
64.4782,57.88
64.5130,58.48
64.5556,58.81
64.5890,59.33
64.6808,60.11
64.7057,60.86
64.7356,61.12
64.7767,61.14
64.8060,61.30
64.8419,61.38
64.8740,61.66
64.9085,61.91
64.9477,61.88
64.9780,62.03
65.0059,62.18
65.0468,62.30
65.0779,62.66
65.1161,62.71
65.1496,62.67
65.1863,63.00
65.2600,63.10
65.3271,63.07
65.3601,62.96
65.3942,62.93
65.4447,62.79
65.4847,62.88
65.5191,62.98
65.5525,63.02
